p_ar_mois,p_ar_vol,p_ar_ash,p_ar_fc,p_ar_sul,u_ar_car,u_ar_nit,u_ar_hyd_exc,u_ar_oxy_exc
30.28,28.14,24.68,16.9,2.506,31.529,1.13,2.291,7.58
27.44,27.08,30.71,14.77,2.914,28.985,1.074,2.181,6.692
27.91,28.42,29.5,14.17,2.821,29.15,1.065,2.148,7.405
29.12,27.3,28.48,15.1,2.602,29.202,1.08,2.173,7.344
28.81,27.83,27.62,15.74,2.739,29.74,1.125,2.178,7.792
29.6,27.39,26.12,16.89,2.672,30.601,1.135,2.322,7.545
29,27.24,27.39,16.37,2.69,30.688,1.143,2.418,6.67
28.77,27.77,26.71,16.75,2.493,30.933,1.203,2.25,7.64
31.85,26.51,25.05,16.59,2.547,29.941,1.112,2.193,7.305
31.67,26.76,25.21,16.36,2.553,30.094,1.086,2.2,7.191
32.81,26.3,24.73,16.16,2.502,29.532,1.097,2.151,7.176
29.89,27.95,25.44,16.72,2.672,31.368,1.104,2.254,7.275
29.5,26.74,27.03,16.73,2.591,30.293,1.12,2.208,7.261
29.13,26.83,28.23,15.81,2.809,29.791,1.076,2.182,6.778
27.99,26.74,30.84,14.43,3.056,28.852,1.061,2.135,6.068
29.28,27.88,26.4,16.44,2.961,30.902,1.115,2.204,7.142
29.04,28.55,26.16,16.25,2.915,31.543,1.137,2.254,6.954
30.09,27.4,25.38,17.13,1.878,31.129,1.192,2.242,8.091
28.05,28,28.58,15.37,2.291,30.021,1.127,2.203,7.726
28.02,28.45,26.89,16.64,2.167,31.407,1.178,2.273,8.066
28.82,27.86,26.5,16.82,2.535,30.973,1.182,2.2,7.794
29.58,28.01,25.85,16.56,2.338,30.312,1.139,2.177,8.603
30.24,28.52,21.79,19.45,2.422,33.301,1.238,2.358,8.651
29.34,28.71,25.9,16.05,2.64,30.199,1.108,2.168,8.642
29.04,28.65,22.99,19.32,1.731,33.223,1.276,2.318,9.42
28.05,28.67,27.12,16.16,2.32,30.565,1.163,2.192,8.588
30.13,28.84,23.36,17.67,2.497,32.676,1.216,2.241,7.879
31.7,26.98,23.42,17.9,2.757,31.483,1.095,2.217,7.326
32.18,27.87,18.87,21.08,1.833,34.971,1.279,2.342,8.521
31.38,28.34,22.16,18.12,1.98,32.8,1.231,2.23,8.218
29.89,27.66,25.58,16.87,2.624,30.976,1.174,2.268,7.489
29.81,28.94,21.33,19.92,2.667,34.746,1.321,2.464,7.661
29.38,27.62,26.39,16.61,3.005,30.543,1.121,2.217,7.346
28.43,29.01,24.92,17.64,3.121,32.611,1.199,2.335,7.388
30.58,30.12,17.69,21.61,2.078,36.37,1.388,2.416,9.473
29.62,28.3,23.14,18.94,2.144,33.031,1.255,2.25,8.562
28.87,28.63,24.17,18.33,2.184,32.387,1.21,2.205,8.973
29.88,28.48,24.46,17.18,2.657,31.62,1.164,2.224,7.995
30.04,28.14,25.28,16.54,2.831,30.868,1.117,2.25,7.614
29.15,29,24.44,17.41,2.772,32.011,1.156,2.151,8.319
29.7,30.26,14.76,25.28,2.349,39.627,1.443,2.666,9.459
30.58,29.91,16.79,22.72,2.454,37.75,1.365,2.623,8.438
29.91,29.77,19.98,20.34,1.588,35.107,1.274,2.345,9.794
28.52,26.92,28.44,16.12,2.068,29.033,1.03,2.2,8.708
29.73,29.58,18.71,21.98,1.555,36.268,1.332,2.56,9.844
28.25,29.01,24.21,18.53,1.891,33.191,1.196,2.446,8.813
28.27,29.15,24.61,17.97,1.9,32.954,1.177,2.44,8.645
30.25,30.06,17.1,22.59,2.268,37.4,1.369,2.531,9.08
30.06,28.34,22.16,19.44,2.223,33.442,1.274,2.354,8.484
30.13,29.11,20.39,20.37,2.02,34.295,1.308,2.364,9.494
30.89,28.85,18.31,21.95,2.286,35.968,1.311,2.457,8.78
29.35,27.15,26.63,16.87,2.199,30.882,1.129,2.294,7.514
29.7,28.4,23.95,17.95,2.425,32.458,1.167,2.363,7.932
29.51,28.57,23.23,18.69,2.333,33.078,1.194,2.38,8.276
30.12,29.37,19.83,20.68,2.006,35.36,1.254,2.474,8.958
27.93,30.4,24.92,16.75,2.266,32.011,1.179,2.204,9.49
29.76,29.54,20.04,20.66,1.906,34.867,1.276,2.35,9.806
28.98,29.46,20.23,21.33,1.95,35.459,1.311,2.515,9.55
29.19,29.18,20.14,21.49,1.931,35.275,1.344,2.42,9.697
29.84,26.1,30.01,14.05,2.965,27.508,0.978,2.119,6.579
30.15,27.8,24.41,17.64,2.819,31.878,1.129,2.319,7.293
30.73,27.67,23.25,18.35,2.901,32.744,1.138,2.357,6.878
28.23,26.13,29.34,16.3,2.692,29.151,1.078,2.274,7.233
29.44,27.92,25.04,17.6,3.018,31.987,1.146,2.332,7.041
29.49,28.38,25.26,16.87,2.92,31.813,1.149,2.3,7.065
28.46,27.74,26.45,17.35,2.742,31.657,1.157,2.332,7.204
28.97,28.64,25.01,17.38,3.046,32.664,1.159,2.356,6.79
28.94,28.46,24.73,17.87,2.817,32.872,1.173,2.371,7.101
29.3,28.25,26.52,15.93,2.595,30.858,1.113,2.231,7.385
29.8,28,25.66,16.54,2.543,31.145,1.115,2.241,7.498
29.36,28.63,24.03,17.98,2.428,32.811,1.17,2.343,7.858
29.49,31.1,18.29,21.12,2.525,37.702,1.328,2.638,8.031
29.48,29.2,22.75,18.57,2.54,33.923,1.189,2.368,7.752
27.67,28.51,25.97,17.85,2.544,33.369,1.194,2.416,6.84
28.68,29.2,24.08,18.04,2.058,32.498,1.178,2.304,9.199
28.59,28.5,23.72,19.19,2.303,33.699,1.195,2.349,8.148
29.66,29.63,24.03,16.68,2.89,32.212,1.149,2.301,7.761
28.22,30.26,24.11,17.41,2.793,33.563,1.204,2.369,7.741
28.71,27.84,26.41,17.04,2.544,31.577,1.177,2.311,7.271
29.9,28.87,20.93,20.3,2.005,34.806,1.308,2.467,8.585
25.93,28.35,32.18,13.54,3.404,29.276,1.069,2.225,5.919
25.4,28.6,33.22,12.78,3.429,28.65,1.028,2.163,6.109
26.04,29.3,30.27,14.39,3.189,30.49,1.098,2.25,6.662
25.44,29.26,32.88,12.42,3.34,28.553,1.021,2.157,6.607
29.44,28.67,26.16,15.73,3.198,31.301,1.085,2.336,6.475
27.13,27.77,33.36,11.74,3.508,26.963,0.958,2.063,6.019
29.07,28.88,27.02,15.03,3.378,30.584,1.072,2.244,6.632
30.5,25.69,27.19,16.62,3.307,29.33,0.997,2.217,6.463
30.5,25.69,27.19,16.62,3.307,29.33,0.997,2.217,6.463
29.53,27.96,25.42,17.09,3.247,31.167,1.068,2.28,7.291
30.21,27.23,28.32,14.24,3.14,26.186,0.931,1.894,9.317
30.01,28.35,26.18,15.46,2.768,30.386,1.1,2.247,7.312
28.59,27.43,28.43,15.55,2.994,30.018,1.102,2.341,6.525
28.17,26.46,29.87,15.5,3.207,28.978,1.058,2.262,6.454
30.08,25.91,29.71,14.3,2.334,27.753,1.043,2.167,6.915
28.67,28.43,26.59,16.31,2.825,31.24,1.139,2.35,7.187
29.31,27.28,27.39,16.02,2.348,30.267,1.103,2.264,7.318
30.11,27.73,22.54,19.62,3.004,33.413,1.134,2.402,7.402
30.41,26.59,24.6,18.4,2.916,31.407,1.079,2.311,7.281
30.89,28.72,21.46,18.93,3.057,33.798,1.154,2.396,7.242
28.96,27.62,28.62,14.8,3.167,29.448,1.067,2.198,6.541
27.92,27.58,29.97,14.53,3.312,29.019,1.062,2.21,6.503
29.35,29.5,25.43,15.72,3.237,31.77,1.133,2.309,6.777
27.56,29.84,25.07,17.53,3.957,32.967,1.139,2.471,6.837
29.09,27.2,29.11,14.6,3.538,29.173,1.019,2.271,5.803
28.82,27.66,28.64,14.88,3.627,29.802,1.036,2.249,5.82
28.84,29.3,26.91,14.95,3.063,31.058,1.065,2.291,6.774
28.41,29.58,26.67,15.34,3.351,31.025,1.086,2.292,7.167
28.76,27.07,30.43,13.74,3.761,28.311,0.99,2.166,5.584
28.89,27.89,28.92,14.3,3.445,29.286,1.016,2.196,6.251
28.59,29.35,26.8,15.26,2.36,31.207,1.087,2.289,7.668
27.99,27.93,30.19,13.89,3.641,28.919,1.003,2.185,6.076
28.24,27.83,29.58,14.35,3.637,29.516,1.023,2.237,5.763
31.48,27.94,22.95,17.63,1.995,31.88,1.133,2.254,8.306
28.74,29.23,27.38,14.65,2.853,30.886,1.078,2.27,6.797
31.24,28.67,22.84,17.25,2.381,32.204,1.125,2.308,7.905
28.96,27.37,31.3,12.37,3.357,27.361,0.963,2.08,5.984
29.86,27.24,29.3,13.6,3.358,28.389,1.003,2.133,5.959
30.5,28.71,25.15,15.64,2.273,30.408,1.076,2.226,8.369
29.31,28.36,29.07,13.26,3.185,29.327,0.991,2.179,5.942
29.95,26.23,30.35,13.47,3.333,27.313,0.958,2.088,6.005
31.21,26.45,28.58,13.76,2.864,27.808,0.964,2.066,6.505
30.08,26.57,30.02,13.33,3.106,27.583,0.98,2.092,6.14
30.85,29.04,22.47,17.64,2.968,32.98,1.147,2.375,7.211
30.51,28.27,27.35,13.87,2.97,29.451,0.987,2.134,6.599
30.76,27.96,27.85,13.43,3.037,28.729,0.971,2.121,6.533
30.48,27.77,27.7,14.05,3.032,28.911,0.996,2.143,6.734
30.63,28.07,27.36,13.94,3.005,29.109,0.978,2.117,6.802
28.88,25.85,33.04,12.23,3.21,26.226,0.922,2.099,5.619
29.33,28.07,29.74,12.86,3.11,28.214,0.971,2.112,6.517
30.06,27.62,29.44,12.88,2.953,28.058,0.976,2.11,6.408
30.58,28.45,28.22,12.75,2.996,28.547,0.98,2.198,6.477
29.5,26.06,31.94,12.5,3.165,26.117,0.939,2.068,6.275
29.93,26.02,31.36,12.69,2.993,26.48,0.916,2.061,6.265
30.29,26.66,30.3,12.75,3.029,26.906,0.951,2.08,6.442
29.84,27.92,28.79,13.45,2.884,28.377,0.993,2.104,7.011
31.05,27.94,27.28,13.73,2.774,28.556,0.992,2.116,7.234
29.6,28.4,28.1,13.9,2.971,29.211,1.015,2.157,6.944
30.45,28.3,28.22,13.03,2.792,28.678,0.999,2.177,6.681
29.66,26.11,30.79,13.44,3.084,27.345,0.958,2.129,6.036
28.65,26.83,30.49,14.03,3.063,28.39,0.996,2.148,6.26
29.19,27.39,29.25,14.17,3.015,28.973,1.033,2.201,6.339
29.76,28.17,28.25,13.82,2.072,29.286,1.033,2.18,7.421
31.56,27.42,25.14,15.88,2.696,29.806,1.05,2.166,7.582
32.71,27.05,23.67,16.57,2.17,30.166,1.124,2.182,7.977
30.86,27.54,25.73,15.87,2.564,29.615,1.059,2.114,8.06
30.37,28.43,25.5,15.7,2.551,30.052,1.058,2.14,8.327
30.43,28.13,25.45,15.99,2.468,30.602,1.07,2.097,7.883
31.52,28.22,21.76,18.5,2.126,32.525,1.199,2.345,8.53
31.35,28.93,19.74,19.98,2.297,34.238,1.249,2.422,8.699
31.99,27.94,20.88,19.19,2.025,32.708,1.204,2.39,8.802
32.44,27.8,21.07,18.69,2.046,32.471,1.18,2.324,8.468
30.18,28.61,23.18,18.03,2.37,32.493,1.159,2.348,8.274
31.14,27.46,23.96,17.44,2.264,31.336,1.147,2.28,7.87
30.45,27.95,23.09,18.51,2.295,32.515,1.159,2.327,8.161
30.3,28.39,23.46,17.85,2.28,32.356,1.163,2.348,8.087
29.34,26.83,29.08,14.75,2.556,29.229,1.047,2.203,6.545
29.16,28.01,26.35,16.48,2.229,31.024,1.119,2.325,7.789
28.64,28.22,27.54,15.6,2.199,30.17,1.091,2.256,8.108
28.07,25.74,28.78,17.41,2.888,29.868,1.083,2.297,7.009
30.35,26.84,24.72,18.09,2.955,31.572,1.104,2.352,6.947
29.96,26.98,26.11,16.95,2.821,30.646,1.069,2.312,7.086
28.51,27.77,26.8,16.92,3.023,31.323,1.101,2.344,6.899
28.87,28.5,22.64,19.99,2.351,33.968,1.231,2.458,8.482
29.4,28.07,24.43,18.1,2.4,32.503,1.187,2.346,7.731
29.44,28.84,23.06,18.66,2.327,33.527,1.204,2.412,8.03
30.3,28.33,24.52,16.85,2.792,31.99,1.142,2.351,6.902
29.41,28.47,25.94,16.18,2.907,31.58,1.1,2.337,6.731
30.8,27.52,24.37,17.31,2.241,31.442,1.15,2.263,7.733
29.92,28.21,22.58,19.29,2.358,33.192,1.181,2.338,8.433
30.32,27.65,24.93,17.1,2.291,31.436,1.143,2.259,7.621
29.23,29.25,22.83,18.69,2.687,33.81,1.219,2.391,7.831
28.41,29.18,29.31,13.1,3.82,29.649,1.044,2.199,5.563
29.46,28.47,26.93,15.14,3.306,30.796,1.082,2.236,6.195
28.78,30.4,24.6,16.22,3.292,32.745,1.151,2.362,7.069
30.23,28.18,24.14,17.45,2.308,31.993,1.151,2.296,7.883
29.21,29.23,23.8,17.76,2.944,32.591,1.152,2.318,7.981
29.44,28.48,25.06,17.02,2.48,32.209,1.151,2.338,7.324
30.65,27.87,24.55,16.93,2.447,31.634,1.143,2.27,7.308
31.28,27.46,24.63,16.63,2.447,30.985,1.095,2.238,7.323
30.21,28.66,22.06,19.07,2.697,33.381,1.172,2.371,8.108
31.32,26.96,24.62,17.1,2.427,31.035,1.09,2.251,7.26
32.42,27.21,23.17,17.2,2.076,31.177,1.15,2.234,7.769
31.36,28.29,21.99,18.36,2.535,32.626,1.155,2.337,8.001
30.08,29.81,21.96,18.15,2.754,33.841,1.197,2.413,7.759
30.84,27.99,24.81,16.36,2.076,30.896,1.145,2.253,7.981
28.71,29.01,26.47,15.81,2.541,30.926,1.173,2.234,7.949
28.93,29.49,23.33,18.25,2.205,33.035,1.21,2.463,8.824
29.26,29.31,24.46,16.97,2.208,30.825,1.158,2.213,9.874
30.61,28.94,19.02,21.43,2.142,35.257,1.301,2.44,9.232
29.76,29.43,21.42,19.39,2.205,34.548,1.252,2.52,8.294
32.15,27.99,20.1,19.76,2.195,33.548,1.209,2.459,8.337
32.84,26.4,22.47,18.29,2.25,31.471,1.137,2.297,7.535
32.85,26.85,21.1,19.2,2.234,32.551,1.174,2.319,7.776
32.79,28.23,18.85,20.13,2.217,33.957,1.195,2.436,8.553
33.42,27.71,16.09,22.78,2.309,36.405,1.298,2.459,8.024
33.17,27.92,15.99,22.92,2.354,36.585,1.308,2.503,8.088
31.09,29.59,16.23,23.09,2.324,38.145,1.329,2.642,8.241
31.18,29.24,15.35,24.23,2.347,38.642,1.361,2.675,8.445
30.05,28.03,23.96,17.96,2.807,32.596,1.142,2.419,7.021
29.21,25.89,28.61,16.29,2.382,29.369,1.074,2.251,7.101
29.21,27.91,24.42,18.46,2.268,31.99,1.159,2.369,8.582
28.42,26.71,28.74,16.13,2.565,29.689,1.065,2.276,7.247
29.23,27.67,24.6,18.5,2.383,32.268,1.151,2.398,7.966
28.17,27.61,26.18,18.04,2.671,32.003,1.122,2.361,7.493
28.32,28.05,26.65,16.98,2.715,31.214,1.076,2.296,7.725
29.7,28.02,24.64,17.64,2.805,32.253,1.102,2.355,7.145
29.42,28.37,24.94,17.27,2.898,31.936,1.096,2.346,7.36
27.47,27.99,27.7,16.84,2.674,31.809,1.173,2.461,6.714
27.07,27.47,29.39,16.07,2.486,30.292,1.147,2.304,7.314
28.69,28.23,25.33,17.75,2.467,32.06,1.184,2.291,7.984
27.77,29.02,21.18,22.03,2.3,36.087,1.306,2.578,8.782
28.48,29.04,21.13,21.35,2.094,35.577,1.281,2.489,8.948
28.39,28.38,24.74,18.49,2.737,33.372,1.177,2.409,7.173
30.51,30.34,15.64,23.51,1.978,38.437,1.346,2.61,9.481
27.85,29.19,26.83,16.13,3.087,31.894,1.125,2.307,6.908
29.08,30.3,18.38,22.24,2.033,37.429,1.314,2.592,9.17
30.38,29.01,19.45,21.16,2.168,35.509,1.288,2.442,8.763
30.7,28.59,21.17,19.54,2.389,34.186,1.233,2.361,7.956
28.87,29.21,20.45,21.47,2.3,36.015,1.26,2.546,8.556
29.81,29.38,20.56,20.25,2.267,35.962,1.256,2.588,7.558
30.09,29,22.32,18.59,2.604,33.53,1.168,2.296,7.996
31.11,29.78,20.41,18.7,2.363,34.05,1.168,2.358,8.545
29.71,30.62,22.88,16.79,2.473,32.838,1.119,2.333,8.642
26.04,28.61,27.26,18.09,3.168,33.02,1.221,2.462,6.833
26.29,29.07,26.19,18.45,3.076,34.033,1.239,2.475,6.696
26.31,29.21,25.45,19.03,3.184,34.589,1.258,2.512,6.695
26.06,30.17,22.9,20.87,2.573,36.295,1.285,2.517,8.37
30.56,29.55,17.95,21.94,2.291,36.707,1.317,2.464,8.708
27.77,29.45,22.96,19.82,2.709,35.31,1.237,2.461,7.55
30.8,29.26,19.01,20.93,2.463,35.595,1.279,2.422,8.436
31.98,29.27,16.36,22.39,2.12,36.948,1.324,2.551,8.716
30.92,29.71,22.36,17.01,2.446,32.367,1.155,2.228,8.522
30.67,29.97,20,19.36,2.204,34.388,1.21,2.358,9.168
27.87,26.63,30.77,14.73,2.793,28.841,1.058,2.209,6.459
31.57,29.8,18.5,20.13,2.294,35.813,1.25,2.367,8.202
31.61,29.64,17.32,21.43,2.248,35.726,1.245,2.431,9.417
30.7,30.06,18.55,20.69,2.245,36.467,1.297,2.408,8.337
30.73,29.81,18.26,21.2,2.095,36.074,1.305,2.382,9.158
28.93,30.33,18.88,21.86,2.178,36.448,1.313,2.499,9.747
31.03,29.33,18.31,21.33,2.105,36.633,1.275,2.455,8.189
31.45,29.68,16.23,22.64,2.161,37.46,1.317,2.48,8.906
27.25,27.36,28.56,16.83,2.589,30.696,1.152,2.242,7.511
30.1,30.32,15.77,23.81,2.174,38.813,1.386,2.595,9.16
26.96,26.78,31.99,14.27,2.562,27.784,1.072,2.071,7.558
27.16,27.07,30.84,14.93,2.718,29.06,1.132,2.15,6.94
31.9,29.2,15.42,23.48,2.649,38.186,1.378,2.638,7.828
30.7,29.8,14.42,25.08,2.476,39.482,1.393,2.669,8.856
27.85,28.59,26.84,16.72,3.543,31.878,1.182,2.31,6.401
27.99,28.82,28.21,14.98,3.166,30.552,1.128,2.234,6.718
29.13,28.34,24.3,18.23,3.056,32.924,1.172,2.35,7.063
25.64,27.62,29.84,16.9,3.056,31.007,1.143,2.337,6.977
27.44,27.06,28.96,16.54,2.808,30.489,1.123,2.226,6.955
25.42,28.63,27.16,18.79,3.054,33.417,1.198,2.495,7.259
27.62,26.83,29.2,16.35,2.583,29.947,1.111,2.216,7.326
28.68,29.32,24.61,17.39,3.003,33.098,1.18,2.338,7.095
27.36,27.48,28.76,16.4,3.351,30.368,1.131,2.11,6.925
29.51,27.87,26.35,16.27,3.195,30.814,1.065,2.185,6.881
27.64,28.69,27.1,16.57,3.167,30.417,1.092,2.131,8.453
27.97,29.35,24.62,18.06,1.802,33.819,1.196,2.4,8.189
28.36,29.44,24.4,17.8,1.75,33.95,1.181,2.379,7.983
27.91,28.41,29.17,14.51,1.778,29.977,1.056,2.215,7.891
28.59,27.79,25.36,18.26,1.541,32.886,1.177,2.386,8.058
29.069,26.772,29.461,14.699,2.784,28.612,0.984,2.147,6.944
28.55,27.2,27.52,16.73,2.653,30.379,1.081,2.212,7.602
29.91,27.36,26.33,16.4,2.615,30.642,1.088,2.22,7.199
30.4,28.26,22.8,18.54,2.542,32.846,1.194,2.272,7.941
29.21,29.18,24.09,17.52,3.06,32.575,1.199,2.252,7.613
27.85,26.66,30.46,15.03,2.928,28.466,1.022,2.075,7.2
28.47,29.01,22.86,19.66,2.26,34.511,1.274,2.402,8.225
28.17,29.03,25.3,17.5,2.728,32.395,1.181,2.237,7.985
28.34,27.94,31.67,12.05,1.739,26.139,0.991,1.92,9.206
33.4,29.11,17.26,20.23,2.387,34.697,1.227,2.343,8.691
32.13,28.51,21.53,17.83,1.992,31.286,1.126,2.159,9.775
32.06,28.82,19.24,19.88,2.068,33.221,1.189,2.267,9.954
32.12,28.51,20.38,18.99,2.088,32.594,1.163,2.234,9.425
34,27.99,19.7,18.31,2.187,32.107,1.141,2.218,8.642
34.52,29.19,17.55,18.74,2.193,33.295,1.157,2.242,9.038
34.02,29.7,17.06,19.22,2.259,34.196,1.19,2.3,8.973
32.04,28.56,20.08,19.32,2.153,33.75,1.221,2.375,8.387
32.61,27.85,19.32,20.22,2.176,34.001,1.242,2.316,8.336
33.26,27.96,17.91,20.87,2.213,34.617,1.259,2.342,8.403
32.64,28.02,18.62,20.72,2.589,34.75,1.251,2.386,7.761
32.15,28.49,19.39,19.97,2.507,34.359,1.249,2.354,7.993
32.7,28.1,18.37,20.83,2.597,35.179,1.27,2.395,7.493
32.79,28.5,17.79,20.92,2.6,35.821,1.269,2.446,7.285
31.26,29.28,18.45,21.01,2.26,35.987,1.291,2.457,8.293
30.34,29.38,20.59,19.69,2.344,34.727,1.256,2.414,8.331
31.94,28.21,20.46,19.39,2.611,33.787,1.146,2.307,7.749
30.96,28.85,19.92,20.27,2.632,34.24,1.192,2.328,8.728
31.24,28.41,19.83,20.52,2.652,35.012,1.208,2.401,7.66
30.67,28.93,21.27,19.13,2.748,34.637,1.209,2.428,7.039
30.44,29,20.79,19.77,2.739,34.449,1.205,2.399,7.982
31.24,30.09,16.12,22.55,2.17,37.88,1.388,2.633,8.569
30.51,29.16,19.11,21.22,2.396,36.288,1.318,2.504,7.876
29.56,28.61,26.45,15.38,3.15,31.12,1.095,2.301,6.329
30.64,29.71,17.79,21.86,2.622,36.784,1.288,2.546,8.331
29.17,29.49,24.27,17.07,3.242,33.071,1.161,2.418,6.664
28.12,29.23,26.91,15.74,3.574,31.972,1.121,2.382,5.924
30.05,29,19.87,21.08,2.824,36.075,1.264,2.479,7.435
31.46,28.28,16.28,23.98,2.478,38.189,1.387,2.626,7.585
30.76,28.3,21.73,19.21,2.968,34.405,1.213,2.463,6.462
31.38,28.7,17.52,22.4,2.441,37.034,1.364,2.56,7.702
31.35,29.86,18.47,20.32,2.662,35.359,1.238,2.442,8.478
31.19,28.6,19.72,20.49,2.272,34.695,1.311,2.44,8.378
31.46,28.9,17.66,21.98,2.814,36.331,1.278,2.467,7.989
31.42,28.7,18.3,21.58,2.66,35.788,1.282,2.458,8.091
30.75,29.13,20.5,19.62,2.701,34.112,1.208,2.338,8.39
31.96,29.14,17.12,21.78,2.299,36.47,1.35,2.497,8.306
32.43,29.68,15.18,22.71,2.196,37.124,1.354,2.532,9.179
32.01,29.26,15.36,23.37,2.126,37.712,1.412,2.56,8.822
33.3,29.07,14.84,22.79,2.196,37.15,1.374,2.511,8.624
33.22,27.98,18.13,20.67,2.461,34.371,1.205,2.278,8.335
31.73,29.68,15.75,22.84,2.238,37.252,1.388,2.539,9.1
31.55,28.89,20.69,18.87,2.429,33.06,1.171,2.22,8.881
31.52,29.65,20.86,17.97,2.376,32.857,1.171,2.293,8.926
31.39,29.03,21.07,18.51,2.37,32.664,1.173,2.224,9.112
31.7,29.39,20.62,18.29,2.343,32.875,1.179,2.246,9.041
32.07,28.96,20.81,18.16,2.372,32.614,1.163,2.236,8.738
30.32,29.63,23.06,16.99,2.324,31.615,1.179,2.238,9.268
31.38,28.68,21.59,18.35,2.364,32.489,1.224,2.197,8.755
31.89,29.75,19.56,18.8,2.207,33.51,1.246,2.244,9.339
30.67,30.11,20.81,18.41,2.36,32.967,1.219,2.336,9.638
28.04,29.35,27.63,14.98,3.003,30.42,1.168,2.259,7.482
29.44,27.49,27.22,15.85,2.59,29.721,1.157,2.196,7.676
29.49,27.83,25.27,17.41,2.505,31.182,1.201,2.226,8.124
31.59,28.87,21.16,18.38,2.259,32.839,1.228,2.317,8.612
30.907,29.51,20.107,19.477,2.704,34.319,1.22,2.436,8.308
30.78,29.2,18.91,21.11,2.737,35.594,1.28,2.481,8.218
31.13,29.25,17.57,22.05,2.981,36.491,1.291,2.568,7.967
32.41,29,19.66,18.93,2.697,33.373,1.192,2.332,8.34
31.13,28.83,22.54,17.5,2.403,31.828,1.187,2.305,8.604
29.48,31.37,15.92,23.23,2.008,38.92,1.433,2.737,9.496
29.32,29.61,23.19,17.88,2.321,32.864,1.214,2.413,8.678
29.53,29.18,24.08,17.21,2.337,32.086,1.166,2.376,8.422
29.34,29.39,23.25,18.02,2.412,32.982,1.216,2.418,8.38
29.49,29.12,21.02,20.37,2.168,34.872,1.241,2.514,8.694
29.39,28.95,22.64,19.02,2.177,33.548,1.236,2.426,8.586
30.97,29.29,19.81,19.93,2.114,33.703,1.228,2.321,9.857
30.12,29.46,21.3,19.12,2.286,33.628,1.226,2.417,9.026
30.16,29.39,20.76,19.69,2.176,33.893,1.243,2.441,9.332
28.04,27.39,29.28,15.29,2.649,29.297,1.06,2.242,7.435
29.51,29.92,20.14,20.43,2.514,35.349,1.223,2.464,8.802
28.27,28.53,27.15,16.05,2.642,30.631,1.119,2.268,7.918
27.51,29,27.28,16.21,2.626,31.177,1.128,2.284,7.999
30.34,29.71,20.71,19.24,2.546,34.184,1.173,2.379,8.663
31.177,29.652,19.884,19.287,2.579,34.528,1.177,2.394,8.261
32.24,28.88,20.17,18.71,2.218,33.179,1.16,2.301,8.731
33.84,28.69,19.37,18.1,2.214,32.104,1.122,2.24,9.114
31.86,29.31,19.78,19.05,2.596,33.944,1.177,2.361,8.284
30.53,29.25,18.99,21.23,2.651,36.195,1.267,2.506,7.861
31.66,29.62,16.09,22.63,1.87,37.277,1.36,2.515,9.224
31.9,28.26,17.22,22.62,1.76,36.074,1.326,2.466,9.249
31.52,28.47,20.99,19.02,2.55,33.076,1.131,2.233,8.499
30.74,28.5,23.26,17.5,2.482,31.923,1.105,2.243,8.25
31.29,28.05,22.28,18.38,2.515,32.806,1.157,2.298,7.651
31.51,29.46,20.59,18.44,2.097,33.29,1.152,2.315,9.05
29.57,29.62,23.17,17.64,2.657,33.633,1.141,2.398,7.428
32.52,28.87,18.22,20.39,1.798,34.089,1.272,2.348,9.752
30.11,29.49,20.03,20.37,2.29,34.908,1.227,2.398,9.04
27.85,28.09,29.84,14.22,2.954,29.375,1.074,2.175,6.733
30.77,29.36,19.04,20.83,2.134,35.302,1.244,2.411,9.1
28.84,28.55,26.2,16.41,2.725,31.139,1.117,2.247,7.728
28.74,29.35,25.31,16.6,2.593,31.367,1.139,2.196,8.658
30.05,29.58,20.14,20.23,2.113,34.168,1.244,2.346,9.934
30.86,28.24,22.22,18.68,1.529,32.409,1.181,2.324,9.481
31.01,28.26,22,18.73,1.676,32.94,1.152,2.33,8.896
29.63,28.82,23.51,18.04,1.739,32.807,1.145,2.339,8.828
32.19,28,22.34,17.47,1.612,32.201,1.105,2.285,8.267
31.367,28.749,19.513,20.372,2.511,34.845,1.181,2.401,8.181
30.388,28.852,20.607,20.153,2.232,34.25,1.196,2.307,9.02
30.188,29.297,20.511,20.004,2.524,34.691,1.199,2.385,8.504
30.922,27.372,26.723,14.984,3.48,29.229,1.087,2.157,6.402
31.27,29.289,19.814,19.627,2.43,33.921,1.182,2.342,9.041
30.721,29.24,20.126,19.913,2.613,34.237,1.225,2.394,8.684
30.425,27.479,26.496,15.599,3.449,29.872,1.032,2.198,6.528
30.098,28.699,25.37,15.834,3.444,31.364,1.091,2.271,6.363
28.753,29.276,27.505,14.466,3.627,29.872,1.041,2.179,7.022
30.262,28.787,23.848,17.103,2.919,31.368,1.097,2.221,8.285
30.758,29.362,22.683,17.197,2.888,31.679,1.109,2.187,8.695
31.066,26.694,25.177,17.063,2.689,30.699,1.108,2.272,6.99
29.982,29.365,24.426,16.228,3.276,32.487,1.114,2.332,6.383
29.454,27.745,27.874,14.927,3.075,30.073,1.071,2.207,6.246
29.955,27.957,26.736,15.352,2.863,30.069,1.114,2.27,6.994
28.224,27.892,30.325,13.559,3.426,28.641,1.044,2.174,6.167
28.584,28.214,28.198,15.004,3.234,30.125,1.092,2.243,6.525
29.276,27.541,28.28,14.903,2.905,29.691,1.075,2.235,6.538
